output_image,background_image,donor_image,donor_key,class_id,class_name,donor_use,polygon_pixels
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0084.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1861_169d64386d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_571_e9f0908ce6.jpg,e9a1fc498a6769634486,8,抗过敏药,1,16.43 33.94 237.31 25.93 247.32 302.30 26.44 310.30
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0084.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1861_169d64386d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_365_51f517695f.jpg,f1f5d63fc4e2e93c8db8,16,保健品,2,314.66 75.02 590.13 92.72 578.92 267.16 303.45 249.46
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0085.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1653_6f42984ceb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2248_d18009165a.jpg,42b41f29657fd3194fb8,12,心血管药,1,65.14 513.74 334.62 490.96 343.52 596.28 74.05 619.06
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0085.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1653_6f42984ceb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_383_f2ccbac9e3.jpg,5f6030f5f5a029b33763,16,保健品,1,20.16 105.57 167.03 104.44 168.81 335.04 21.94 336.18
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0086.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1003_c2a111494b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_570_4fd4b3e630.jpg,156d59c226fbc915eaa8,14,妇科用药,1,84.92 424.46 254.07 459.34 237.21 541.09 68.06 506.21
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0086.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1003_c2a111494b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2439_1fe74b3500.jpg,0509d91418371ec5709a,3,止痛药,2,297.17 362.72 513.45 441.09 459.96 588.73 243.67 510.36
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0087.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1996_84ba367af1.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,0708f6f2af082876f9df,16,保健品,1,421.99 165.55 482.57 134.72 533.46 234.73 472.88 265.55
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0087.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1996_84ba367af1.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_66_e38affbd9d.jpg,5797563312241527c4fa,3,止痛药,2,192.34 35.29 464.37 89.91 430.45 258.87 158.42 204.25
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0088.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2439_1fe74b3500.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_477_87869ceb8e.jpg,07622c2fb6b1a906fcf0,3,止痛药,1,275.81 43.54 552.65 64.87 541.17 213.86 264.33 192.53
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0088.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2439_1fe74b3500.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_69_0a6c2e334a.jpg,3e4c8ac8e5a96e4a5fd2,12,心血管药,1,228.60 451.97 502.01 446.31 505.51 615.20 232.09 620.86
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0089.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_71_7ed41fa570.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_214_c340f9c82f.jpg,d7432cde5e77e970114e,14,妇科用药,4,107.57 23.66 279.05 10.10 284.83 83.16 113.36 96.73
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0090.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_609_5ae4c29660.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_262_462550fa86.jpg,74d7eb98fbd3ceec5e76,12,心血管药,3,8.13 380.44 223.94 376.19 226.08 484.82 10.27 489.07
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0090.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_609_5ae4c29660.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2248_d18009165a.jpg,42b41f29657fd3194fb8,12,心血管药,2,211.90 26.37 422.71 40.38 417.23 122.77 206.42 108.76
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0091.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2128_fd9e0a68e6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,6ff893edcbbf83eb2fe3,8,抗过敏药,3,414.10 77.69 570.86 72.91 578.72 330.70 421.96 335.48
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0091.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2128_fd9e0a68e6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1339_4fbdd6dbfa.jpg,7ccc9188c8e96b2753a9,3,止痛药,1,89.11 51.24 338.46 7.87 377.47 232.14 128.12 275.51
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0092.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2453_9de3ebb93c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_442_178787843c.jpg,5be8bf28a866109efe8b,12,心血管药,1,267.28 443.65 531.73 397.94 558.28 551.57 293.83 597.28
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0092.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2453_9de3ebb93c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_447_ff72e28c52.jpg,f206d5ac5acba6aa885c,3,止痛药,2,471.26 96.09 570.73 80.05 614.61 352.13 515.13 368.17
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0093.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2438_fb310a4a72.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3167_8dd08b3a53.jpg,2207901c7797f64dd7f7,8,抗过敏药,1,479.31 276.14 568.78 271.02 579.99 466.74 490.52 471.86
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0093.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2438_fb310a4a72.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_378_1715df0a5b.jpg,b8ce38f5d7bfaa29a724,12,心血管药,1,47.46 375.87 303.10 385.49 295.15 596.83 39.51 587.22
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0094.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2585_8c93dd50a8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_241_796432b812.jpg,9a8229a8dbb94f48407c,14,妇科用药,1,355.70 55.53 630.91 81.62 614.60 253.71 339.39 227.63
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0094.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2585_8c93dd50a8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,429c750432b8dcf2e3e6,8,抗过敏药,2,338.16 441.56 598.66 414.06 612.53 545.47 352.03 572.97
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0095.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1284_23e9779361.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3196_e643b2190c.jpg,71437cdff01cbe969cd7,8,抗过敏药,1,466.12 241.21 560.52 219.27 615.43 455.55 521.03 477.48
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0095.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1284_23e9779361.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_335_0a0d0d2164.jpg,634b4c52b9630613a9d2,16,保健品,2,376.84 39.99 627.08 80.96 595.78 272.14 345.54 231.17
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0096.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1040_e5c848bf3b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3189_88ae8e2fbd.jpg,ff9f350504218bca5084,8,抗过敏药,2,467.86 56.30 585.09 39.64 621.97 299.10 504.74 315.76
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0096.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1040_e5c848bf3b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_75_bb2d1a4a0c.jpg,da57f947cc4452d4298e,3,止痛药,4,347.02 474.25 623.32 507.45 610.53 613.86 334.23 580.66
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0097.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1339_4fbdd6dbfa.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_4_b43dbd85d9.jpg,b42e31906785eb5a567b,14,妇科用药,2,279.77 438.02 519.65 465.07 501.19 628.74 261.32 601.68
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0097.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1339_4fbdd6dbfa.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3192_2d28368a9c.jpg,d0f8f3672f0047b5b41d,8,抗过敏药,2,50.99 228.17 182.18 238.64 160.65 508.49 29.46 498.02
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0098.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_519_aa297e0007.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_97_81621f31af.jpg,d1c83072c62ffd9f651a,14,妇科用药,3,96.97 41.64 185.70 52.36 172.35 162.84 83.63 152.13
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0098.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_519_aa297e0007.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_364_a21b8584be.jpg,5872e73f3235e5d3c198,16,保健品,2,257.42 47.64 439.10 22.43 454.13 130.76 272.45 155.97
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0099.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_206_322de5dc27.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_303_e92f74dd6c.jpg,a815e571363dc4275628,16,保健品,1,312.38 398.32 443.34 371.26 459.17 447.90 328.22 474.96
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0100.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_165_24253c15f6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_259_c013aed5c8.jpg,1b1670b3d921cca7f4e7,14,妇科用药,3,239.33 56.53 452.95 25.99 466.23 118.88 252.61 149.42
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0100.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_165_24253c15f6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_97_81621f31af.jpg,3f37f2392fcf7a6519e6,14,妇科用药,1,118.00 372.82 195.05 410.29 164.87 472.36 87.82 434.89
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0101.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1143_c902b9fb6e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3211_02bfd99b87.jpg,c59d976adc36a6bf769e,8,抗过敏药,1,419.44 78.78 584.74 91.06 564.40 364.83 399.10 352.55
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0101.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1143_c902b9fb6e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_55_f05b91330b.jpg,4fa731d66373e516eeaa,12,心血管药,1,18.43 187.93 203.37 150.73 231.77 291.92 46.83 329.11
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0102.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_679_d176cdfc28.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_332_b595285cc9.jpg,2d7863f1fdb1fd4157a4,8,抗过敏药,3,160.11 36.21 355.04 65.19 338.40 177.10 143.48 148.11
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0102.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_679_d176cdfc28.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_435_2b009e4333.jpg,102e1cd9781d68b95d6b,16,保健品,2,259.79 373.27 456.23 417.27 440.61 487.00 244.17 443.00
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0103.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_374_f340f9cb91.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_477_87869ceb8e.jpg,07622c2fb6b1a906fcf0,3,止痛药,2,255.64 43.42 471.56 22.61 482.76 138.81 266.84 159.62
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0103.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_374_f340f9cb91.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,429c750432b8dcf2e3e6,8,抗过敏药,3,63.63 39.31 266.65 13.57 279.64 115.99 76.62 141.73
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0104.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2178_192cd2c289.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_813_47608a7a65.jpg,15f88c71b5759f41a83f,3,止痛药,1,308.08 380.92 586.27 417.71 559.81 617.81 281.62 581.02
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0104.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2178_192cd2c289.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_11_04cceebe85.jpg,4036b29e2460f49a3ad2,16,保健品,1,135.93 119.94 394.05 89.81 405.34 186.52 147.22 216.65
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0105.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2638_ced8a5d2fd.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_447_ff72e28c52.jpg,964d8c2c347c0a7b84e8,3,止痛药,1,24.70 116.66 166.78 111.11 176.91 370.69 34.84 376.24
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0105.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2638_ced8a5d2fd.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_126_d3829d532f.jpg,929bcec570348b708cd9,14,妇科用药,3,246.34 467.15 522.62 482.25 514.45 631.78 238.17 616.69
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0106.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2743_67c9ed9ed8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3257_35b70bdf9f.jpg,0ebc2e7dc78dbd513a4c,8,抗过敏药,2,424.24 394.43 624.81 432.49 588.58 623.39 388.01 585.32
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0106.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2743_67c9ed9ed8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_204_9dc28661e9.jpg,f40148304746b99e2ed9,12,心血管药,1,39.98 367.44 309.55 403.84 280.78 616.87 11.21 580.47
